model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,size1,size2,size3,date
wiki_link_en,12150977,378142420,fasttrim,4,262.096,37102,-1,37102,0,0,0,0,2019-11-05.13:29:05
wiki-links,5710993,130160392,fasttrim,4,124.553,7415,-1,7415,0,0,0,0,2019-11-05.13:29:09
wiki_talk_en,2987536,24981163,fasttrim,4,12.239,2611598,-1,2611598,0,0,0,0,2019-11-05.13:29:11
youtube-links,1138500,4942297,fasttrim,4,12.228,600414,-1,600414,0,0,0,0,2019-11-05.13:29:12
baidu,2141301,17794839,trim,4,57.278,598975,9,598975,598975,598975,0,0,2019-11-05.13:29:12
-bakery.6,11845035,40400559,trim,4,1164.781,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.13:29:15
-cambridge.6,3354295,9483191,trim,4,343.218,8412,65,8412,8412,8412,0,0,2019-11-05.13:29:16
dbpedia,3966925,13820853,trim,4,955.457,1437127,112,1437127,1437127,1437127,0,0,2019-11-05.13:29:17
dbpedia-link,18268993,172183984,trim,4,322.461,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.13:29:24
-leader-filters.7,26302351,91692858,trim,4,1675.566,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.13:29:29
livej,4847571,68993773,trim,4,177.898,592952,8,592952,592952,592952,0,0,2019-11-05.13:29:31
patent,3774768,16518948,trim,4,180.212,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.13:29:32
pokec,1632804,30622564,trim,4,37.572,212042,5,212042,212042,212042,0,0,2019-11-05.13:29:33
random,10000001,100000000,trim,4,115.241,455,2,455,455,455,0,0,2019-11-05.13:29:37
rmat,9999994,100000000,trim,4,297.183,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.13:29:41
ssca2,1048577,157877986,trim,4,12.907,11,2,11,11,11,0,0,2019-11-05.13:29:45
wiki_link_en,12150977,378142420,trim,4,239.895,37102,4,37102,37102,37102,0,0,2019-11-05.13:29:56
wiki-links,5710993,130160392,trim,4,122.839,7415,4,7415,7415,7415,0,0,2019-11-05.13:30:00
wiki_talk_en,2987536,24981163,trim,4,22.797,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.13:30:03
youtube-links,1138500,4942297,trim,4,12.729,600414,6,600414,600414,600414,0,0,2019-11-05.13:30:03
baidu,2141301,17794839,ufscc,4,296.431,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.13:30:04
-bakery.6,11845035,40400559,ufscc,4,961.376,-1,-1,-1,2636212,2636197,0,0,2019-11-05.13:30:06
-cambridge.6,3354295,9483191,ufscc,4,166.521,-1,-1,-1,8413,8412,0,0,2019-11-05.13:30:07
dbpedia,3966925,13820853,ufscc,4,160.982,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.13:30:08
dbpedia-link,18268993,172183984,ufscc,4,3070.358,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.13:30:16
-leader-filters.7,26302351,91692858,ufscc,4,628.425,-1,-1,-1,26302351,26302351,0,0,2019-11-05.13:30:20
livej,4847571,68993773,ufscc,4,1663.893,-1,-1,-1,971232,947776,16875,3280,2019-11-05.13:30:24
patent,3774768,16518948,ufscc,4,355.418,-1,-1,-1,3774768,3774768,0,0,2019-11-05.13:30:25
pokec,1632804,30622564,ufscc,4,823.78,-1,-1,-1,325893,323799,1904,151,2019-11-05.13:30:27
random,10000001,100000000,ufscc,4,6116.251,-1,-1,-1,877,876,0,0,2019-11-05.13:30:37
rmat,9999994,100000000,ufscc,4,4864.719,-1,-1,-1,2247072,2247071,0,0,2019-11-05.13:30:46
ssca2,1048577,157877986,ufscc,4,840.555,-1,-1,-1,31,29,1,0,2019-11-05.13:30:51
wiki_link_en,12150977,378142420,ufscc,4,5087.343,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.13:31:06
wiki-links,5710993,130160392,ufscc,4,2363.482,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.13:31:13
wiki_talk_en,2987536,24981163,ufscc,4,306.382,-1,-1,-1,2736716,2735641,992,58,2019-11-05.13:31:15
youtube-links,1138500,4942297,ufscc,4,153.777,-1,-1,-1,613423,602053,8696,1709,2019-11-05.13:31:16
baidu,2141301,17794839,fasttrim,6,31.57,598975,-1,598975,0,0,0,0,2019-11-05.13:31:16
-bakery.6,11845035,40400559,fasttrim,6,120.627,2636196,-1,2636196,0,0,0,0,2019-11-05.13:31:18
-cambridge.6,3354295,9483191,fasttrim,6,32.535,8412,-1,8412,0,0,0,0,2019-11-05.13:31:18
dbpedia,3966925,13820853,fasttrim,6,49.548,1437127,-1,1437127,0,0,0,0,2019-11-05.13:31:19
dbpedia-link,18268993,172183984,fasttrim,6,267.189,8143619,-1,8143619,0,0,0,0,2019-11-05.13:31:25
-leader-filters.7,26302351,91692858,fasttrim,6,283.192,26302351,-1,26302351,0,0,0,0,2019-11-05.13:31:28
livej,4847571,68993773,fasttrim,6,91.16,592952,-1,592952,0,0,0,0,2019-11-05.13:31:31
patent,3774768,16518948,fasttrim,6,276.802,3774768,-1,3774768,0,0,0,0,2019-11-05.13:31:32
pokec,1632804,30622564,fasttrim,6,23.11,212042,-1,212042,0,0,0,0,2019-11-05.13:31:33
random,10000001,100000000,fasttrim,6,257.17,455,-1,455,0,0,0,0,2019-11-05.13:31:37
rmat,9999994,100000000,fasttrim,6,234.885,2203713,-1,2203713,0,0,0,0,2019-11-05.13:31:41
ssca2,1048577,157877986,fasttrim,6,27.704,11,-1,11,0,0,0,0,2019-11-05.13:31:45
wiki_link_en,12150977,378142420,fasttrim,6,219.035,37102,-1,37102,0,0,0,0,2019-11-05.13:31:56
wiki-links,5710993,130160392,fasttrim,6,99.177,7415,-1,7415,0,0,0,0,2019-11-05.13:32:00
wiki_talk_en,2987536,24981163,fasttrim,6,12.147,2611598,-1,2611598,0,0,0,0,2019-11-05.13:32:03
youtube-links,1138500,4942297,fasttrim,6,10.382,600414,-1,600414,0,0,0,0,2019-11-05.13:32:03
baidu,2141301,17794839,trim,6,45.396,598975,9,598975,598975,598975,0,0,2019-11-05.13:32:04
-bakery.6,11845035,40400559,trim,6,957.743,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.13:32:06
-cambridge.6,3354295,9483191,trim,6,315.052,8412,65,8412,8412,8412,0,0,2019-11-05.13:32:07
dbpedia,3966925,13820853,trim,6,717.24,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.13:32:08
dbpedia-link,18268993,172183984,trim,6,236.458,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.13:32:14
-leader-filters.7,26302351,91692858,trim,6,1499.098,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.13:32:19
livej,4847571,68993773,trim,6,145.866,592952,8,592952,592952,592952,0,0,2019-11-05.13:32:21
patent,3774768,16518948,trim,6,138.283,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.13:32:22
pokec,1632804,30622564,trim,6,31.761,212042,5,212042,212042,212042,0,0,2019-11-05.13:32:23
random,10000001,100000000,trim,6,84.4,455,2,455,455,455,0,0,2019-11-05.13:32:27
rmat,9999994,100000000,trim,6,228.542,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.13:32:31
ssca2,1048577,157877986,trim,6,9.751,11,2,11,11,11,0,0,2019-11-05.13:32:35
wiki_link_en,12150977,378142420,trim,6,187.735,37102,4,37102,37102,37102,0,0,2019-11-05.13:32:46
wiki-links,5710993,130160392,trim,6,95.622,7415,4,7415,7415,7415,0,0,2019-11-05.13:32:50
wiki_talk_en,2987536,24981163,trim,6,17.732,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.13:32:52
youtube-links,1138500,4942297,trim,6,10.702,600414,6,600414,600414,600414,0,0,2019-11-05.13:32:52
baidu,2141301,17794839,ufscc,6,205.881,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.13:32:53
-bakery.6,11845035,40400559,ufscc,6,639.012,-1,-1,-1,2636212,2636197,0,0,2019-11-05.13:32:55
-cambridge.6,3354295,9483191,ufscc,6,122.304,-1,-1,-1,8413,8412,0,0,2019-11-05.13:32:56
dbpedia,3966925,13820853,ufscc,6,126.369,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.13:32:57
dbpedia-link,18268993,172183984,ufscc,6,2195.169,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.13:33:04
-leader-filters.7,26302351,91692858,ufscc,6,544.246,-1,-1,-1,26302351,26302351,0,0,2019-11-05.13:33:08
livej,4847571,68993773,ufscc,6,1157.789,-1,-1,-1,971232,947776,16875,3280,2019-11-05.13:33:11
patent,3774768,16518948,ufscc,6,256.198,-1,-1,-1,3774768,3774768,0,0,2019-11-05.13:33:12
pokec,1632804,30622564,ufscc,6,566.409,-1,-1,-1,325893,323799,1904,151,2019-11-05.13:33:14
random,10000001,100000000,ufscc,6,4114.704,-1,-1,-1,877,876,0,0,2019-11-05.13:33:22
rmat,9999994,100000000,ufscc,6,3962.624,-1,-1,-1,2247072,2247071,0,0,2019-11-05.13:33:30
ssca2,1048577,157877986,ufscc,6,604.737,-1,-1,-1,31,29,1,0,2019-11-05.13:33:35
wiki_link_en,12150977,378142420,ufscc,6,3399.021,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.13:33:48
wiki-links,5710993,130160392,ufscc,6,1647.284,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.13:33:54
wiki_talk_en,2987536,24981163,ufscc,6,221.617,-1,-1,-1,2736716,2735641,992,58,2019-11-05.13:33:56
youtube-links,1138500,4942297,ufscc,6,102.054,-1,-1,-1,613423,602053,8696,1709,2019-11-05.13:33:57
baidu,2141301,17794839,fasttrim,8,26.754,598975,-1,598975,0,0,0,0,2019-11-05.13:33:57
-bakery.6,11845035,40400559,fasttrim,8,99.56,2636196,-1,2636196,0,0,0,0,2019-11-05.13:33:59
-cambridge.6,3354295,9483191,fasttrim,8,27.098,8412,-1,8412,0,0,0,0,2019-11-05.13:34:00
dbpedia,3966925,13820853,fasttrim,8,44.98,1437127,-1,1437127,0,0,0,0,2019-11-05.13:34:00
dbpedia-link,18268993,172183984,fasttrim,8,215.523,8143619,-1,8143619,0,0,0,0,2019-11-05.13:34:06
-leader-filters.7,26302351,91692858,fasttrim,8,279.683,26302351,-1,26302351,0,0,0,0,2019-11-05.13:34:10
livej,4847571,68993773,fasttrim,8,74.848,592952,-1,592952,0,0,0,0,2019-11-05.13:34:12
patent,3774768,16518948,fasttrim,8,232.755,3774768,-1,3774768,0,0,0,0,2019-11-05.13:34:13
pokec,1632804,30622564,fasttrim,8,19.291,212042,-1,212042,0,0,0,0,2019-11-05.13:34:14
random,10000001,100000000,fasttrim,8,209.091,455,-1,455,0,0,0,0,2019-11-05.13:34:18
rmat,9999994,100000000,fasttrim,8,187.741,2203713,-1,2203713,0,0,0,0,2019-11-05.13:34:22
ssca2,1048577,157877986,fasttrim,8,22.703,11,-1,11,0,0,0,0,2019-11-05.13:34:26
wiki_link_en,12150977,378142420,fasttrim,8,185.104,37102,-1,37102,0,0,0,0,2019-11-05.13:34:37
wiki-links,5710993,130160392,fasttrim,8,81.444,7415,-1,7415,0,0,0,0,2019-11-05.13:34:41
wiki_talk_en,2987536,24981163,fasttrim,8,8.376,2611598,-1,2611598,0,0,0,0,2019-11-05.13:34:43
youtube-links,1138500,4942297,fasttrim,8,9.187,600414,-1,600414,0,0,0,0,2019-11-05.13:34:43
baidu,2141301,17794839,trim,8,39.427,598975,9,598975,598975,598975,0,0,2019-11-05.13:34:44
-bakery.6,11845035,40400559,trim,8,828.783,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.13:34:46
-cambridge.6,3354295,9483191,trim,8,281.629,8412,65,8412,8412,8412,0,0,2019-11-05.13:34:47
dbpedia,3966925,13820853,trim,8,596.464,1437127,109,1437127,1437127,1437127,0,0,2019-11-05.13:34:48
dbpedia-link,18268993,172183984,trim,8,206.297,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.13:34:54
-leader-filters.7,26302351,91692858,trim,8,1346.569,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.13:34:59
livej,4847571,68993773,trim,8,130.342,592952,8,592952,592952,592952,0,0,2019-11-05.13:35:01
patent,3774768,16518948,trim,8,113.352,3774768,21,3774768,3774768,3774768,0,0,2019-11-05.13:35:02
pokec,1632804,30622564,trim,8,30.055,212042,5,212042,212042,212042,0,0,2019-11-05.13:35:03
random,10000001,100000000,trim,8,73.181,455,2,455,455,455,0,0,2019-11-05.13:35:07
rmat,9999994,100000000,trim,8,200.841,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.13:35:11
ssca2,1048577,157877986,trim,8,8.552,11,2,11,11,11,0,0,2019-11-05.13:35:15
wiki_link_en,12150977,378142420,trim,8,153.067,37102,4,37102,37102,37102,0,0,2019-11-05.13:35:26
wiki-links,5710993,130160392,trim,8,81.005,7415,4,7415,7415,7415,0,0,2019-11-05.13:35:30
wiki_talk_en,2987536,24981163,trim,8,15.642,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.13:35:32
youtube-links,1138500,4942297,trim,8,9.276,600414,6,600414,600414,600414,0,0,2019-11-05.13:35:32
baidu,2141301,17794839,ufscc,8,172.126,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.13:35:33
-bakery.6,11845035,40400559,ufscc,8,557.507,-1,-1,-1,2636212,2636197,0,0,2019-11-05.13:35:35
-cambridge.6,3354295,9483191,ufscc,8,103.603,-1,-1,-1,8413,8412,0,0,2019-11-05.13:35:36
dbpedia,3966925,13820853,ufscc,8,94.741,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.13:35:37
dbpedia-link,18268993,172183984,ufscc,8,1825.87,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.13:35:44
-leader-filters.7,26302351,91692858,ufscc,8,455.39,-1,-1,-1,26302351,26302351,0,0,2019-11-05.13:35:48
livej,4847571,68993773,ufscc,8,892.559,-1,-1,-1,971232,947776,16875,3280,2019-11-05.13:35:51
patent,3774768,16518948,ufscc,8,198.898,-1,-1,-1,3774768,3774768,0,0,2019-11-05.13:35:52
pokec,1632804,30622564,ufscc,8,443.853,-1,-1,-1,325893,323799,1904,151,2019-11-05.13:35:53
random,10000001,100000000,ufscc,8,3023.423,-1,-1,-1,877,876,0,0,2019-11-05.13:36:00
rmat,9999994,100000000,ufscc,8,2891.125,-1,-1,-1,2247072,2247071,0,0,2019-11-05.13:36:07
ssca2,1048577,157877986,ufscc,8,537.317,-1,-1,-1,31,29,1,0,2019-11-05.13:36:12
wiki_link_en,12150977,378142420,ufscc,8,2868.288,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.13:36:25
wiki-links,5710993,130160392,ufscc,8,1296.237,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.13:36:30
wiki_talk_en,2987536,24981163,ufscc,8,181.265,-1,-1,-1,2736716,2735641,992,58,2019-11-05.13:36:32
youtube-links,1138500,4942297,ufscc,8,81.048,-1,-1,-1,613423,602053,8696,1709,2019-11-05.13:36:33
baidu,2141301,17794839,fasttrim,10,25.02,598975,-1,598975,0,0,0,0,2019-11-05.13:36:33
-bakery.6,11845035,40400559,fasttrim,10,86.067,2636196,-1,2636196,0,0,0,0,2019-11-05.13:36:35
-cambridge.6,3354295,9483191,fasttrim,10,23.144,8412,-1,8412,0,0,0,0,2019-11-05.13:36:35
dbpedia,3966925,13820853,fasttrim,10,45.647,1437127,-1,1437127,0,0,0,0,2019-11-05.13:36:36
dbpedia-link,18268993,172183984,fasttrim,10,193.794,8143619,-1,8143619,0,0,0,0,2019-11-05.13:36:42
-leader-filters.7,26302351,91692858,fasttrim,10,239.964,26302351,-1,26302351,0,0,0,0,2019-11-05.13:36:45
livej,4847571,68993773,fasttrim,10,63.701,592952,-1,592952,0,0,0,0,2019-11-05.13:36:48
patent,3774768,16518948,fasttrim,10,188.551,3774768,-1,3774768,0,0,0,0,2019-11-05.13:36:48
pokec,1632804,30622564,fasttrim,10,16.867,212042,-1,212042,0,0,0,0,2019-11-05.13:36:50
random,10000001,100000000,fasttrim,10,173.862,455,-1,455,0,0,0,0,2019-11-05.13:36:54
rmat,9999994,100000000,fasttrim,10,160.301,2203713,-1,2203713,0,0,0,0,2019-11-05.13:36:57
ssca2,1048577,157877986,fasttrim,10,19.523,11,-1,11,0,0,0,0,2019-11-05.13:37:02
wiki_link_en,12150977,378142420,fasttrim,10,158.469,37102,-1,37102,0,0,0,0,2019-11-05.13:37:12
wiki-links,5710993,130160392,fasttrim,10,68.908,7415,-1,7415,0,0,0,0,2019-11-05.13:37:16
wiki_talk_en,2987536,24981163,fasttrim,10,9.327,2611598,-1,2611598,0,0,0,0,2019-11-05.13:37:18
youtube-links,1138500,4942297,fasttrim,10,8.223,600414,-1,600414,0,0,0,0,2019-11-05.13:37:19
baidu,2141301,17794839,trim,10,30.846,598975,9,598975,598975,598975,0,0,2019-11-05.13:37:19
-bakery.6,11845035,40400559,trim,10,717.29,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.13:37:22
-cambridge.6,3354295,9483191,trim,10,224.199,8412,65,8412,8412,8412,0,0,2019-11-05.13:37:22
dbpedia,3966925,13820853,trim,10,480.829,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.13:37:23
dbpedia-link,18268993,172183984,trim,10,161.874,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.13:37:29
-leader-filters.7,26302351,91692858,trim,10,1265.631,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.13:37:34
livej,4847571,68993773,trim,10,102.298,592952,8,592952,592952,592952,0,0,2019-11-05.13:37:36
patent,3774768,16518948,trim,10,95.536,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.13:37:37
pokec,1632804,30622564,trim,10,21.483,212042,5,212042,212042,212042,0,0,2019-11-05.13:37:38
random,10000001,100000000,trim,10,55.593,455,2,455,455,455,0,0,2019-11-05.13:37:42
rmat,9999994,100000000,trim,10,162.511,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.13:37:46
ssca2,1048577,157877986,trim,10,6.921,11,2,11,11,11,0,0,2019-11-05.13:37:50
wiki_link_en,12150977,378142420,trim,10,169.523,37102,4,37102,37102,37102,0,0,2019-11-05.13:38:01
wiki-links,5710993,130160392,trim,10,60.934,7415,4,7415,7415,7415,0,0,2019-11-05.13:38:05
wiki_talk_en,2987536,24981163,trim,10,12.936,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.13:38:07
youtube-links,1138500,4942297,trim,10,7.597,600414,6,600414,600414,600414,0,0,2019-11-05.13:38:07
baidu,2141301,17794839,ufscc,10,137.687,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.13:38:08
-bakery.6,11845035,40400559,ufscc,10,418.751,-1,-1,-1,2636212,2636197,0,0,2019-11-05.13:38:10
-cambridge.6,3354295,9483191,ufscc,10,86.417,-1,-1,-1,8413,8412,0,0,2019-11-05.13:38:10
dbpedia,3966925,13820853,ufscc,10,85.327,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.13:38:11
dbpedia-link,18268993,172183984,ufscc,10,1374.176,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.13:38:18
-leader-filters.7,26302351,91692858,ufscc,10,385.07,-1,-1,-1,26302351,26302351,0,0,2019-11-05.13:38:22
livej,4847571,68993773,ufscc,10,732.685,-1,-1,-1,971232,947776,16875,3280,2019-11-05.13:38:24
patent,3774768,16518948,ufscc,10,163.268,-1,-1,-1,3774768,3774768,0,0,2019-11-05.13:38:25
pokec,1632804,30622564,ufscc,10,345.354,-1,-1,-1,325893,323799,1904,151,2019-11-05.13:38:27
random,10000001,100000000,ufscc,10,2333.987,-1,-1,-1,877,876,0,0,2019-11-05.13:38:33
rmat,9999994,100000000,ufscc,10,2180.785,-1,-1,-1,2247072,2247071,0,0,2019-11-05.13:38:39
ssca2,1048577,157877986,ufscc,10,457.037,-1,-1,-1,31,29,1,0,2019-11-05.13:38:43
wiki_link_en,12150977,378142420,ufscc,10,2067.493,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.13:38:56
wiki-links,5710993,130160392,ufscc,10,1075.662,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.13:39:01
wiki_talk_en,2987536,24981163,ufscc,10,156.551,-1,-1,-1,2736716,2735641,992,58,2019-11-05.13:39:03
youtube-links,1138500,4942297,ufscc,10,68.933,-1,-1,-1,613423,602053,8696,1709,2019-11-05.13:39:04
baidu,2141301,17794839,fasttrim,12,23.368,598975,-1,598975,0,0,0,0,2019-11-05.13:39:04
-bakery.6,11845035,40400559,fasttrim,12,77.555,2636196,-1,2636196,0,0,0,0,2019-11-05.13:39:06
-cambridge.6,3354295,9483191,fasttrim,12,20.341,8412,-1,8412,0,0,0,0,2019-11-05.13:39:06
dbpedia,3966925,13820853,fasttrim,12,44.87,1437127,-1,1437127,0,0,0,0,2019-11-05.13:39:07
dbpedia-link,18268993,172183984,fasttrim,12,177.542,8143619,-1,8143619,0,0,0,0,2019-11-05.13:39:13
-leader-filters.7,26302351,91692858,fasttrim,12,230.116,26302351,-1,26302351,0,0,0,0,2019-11-05.13:39:16
livej,4847571,68993773,fasttrim,12,56.128,592952,-1,592952,0,0,0,0,2019-11-05.13:39:19
patent,3774768,16518948,fasttrim,12,175.596,3774768,-1,3774768,0,0,0,0,2019-11-05.13:39:20
pokec,1632804,30622564,fasttrim,12,15.98,212042,-1,212042,0,0,0,0,2019-11-05.13:39:21
random,10000001,100000000,fasttrim,12,155.952,455,-1,455,0,0,0,0,2019-11-05.13:39:25
rmat,9999994,100000000,fasttrim,12,143.845,2203713,-1,2203713,0,0,0,0,2019-11-05.13:39:29
ssca2,1048577,157877986,fasttrim,12,20.756,11,-1,11,0,0,0,0,2019-11-05.13:39:33
wiki_link_en,12150977,378142420,fasttrim,12,133.53,37102,-1,37102,0,0,0,0,2019-11-05.13:39:44
wiki-links,5710993,130160392,fasttrim,12,61.281,7415,-1,7415,0,0,0,0,2019-11-05.13:39:48
wiki_talk_en,2987536,24981163,fasttrim,12,6.74,2611598,-1,2611598,0,0,0,0,2019-11-05.13:39:50
youtube-links,1138500,4942297,fasttrim,12,7.294,600414,-1,600414,0,0,0,0,2019-11-05.13:39:50
baidu,2141301,17794839,trim,12,27.106,598975,9,598975,598975,598975,0,0,2019-11-05.13:39:51
-bakery.6,11845035,40400559,trim,12,655.064,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.13:39:53
-cambridge.6,3354295,9483191,trim,12,191.692,8412,65,8412,8412,8412,0,0,2019-11-05.13:39:53
dbpedia,3966925,13820853,trim,12,398.951,1437127,109,1437127,1437127,1437127,0,0,2019-11-05.13:39:54
dbpedia-link,18268993,172183984,trim,12,143.561,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.13:40:00
-leader-filters.7,26302351,91692858,trim,12,1192.904,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.13:40:05
livej,4847571,68993773,trim,12,94.44,592952,8,592952,592952,592952,0,0,2019-11-05.13:40:07
patent,3774768,16518948,trim,12,85.115,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.13:40:08
pokec,1632804,30622564,trim,12,19.342,212042,5,212042,212042,212042,0,0,2019-11-05.13:40:09
random,10000001,100000000,trim,12,48.346,455,2,455,455,455,0,0,2019-11-05.13:40:13
rmat,9999994,100000000,trim,12,140.926,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.13:40:17
ssca2,1048577,157877986,trim,12,5.928,11,2,11,11,11,0,0,2019-11-05.13:40:21
wiki_link_en,12150977,378142420,trim,12,104.843,37102,4,37102,37102,37102,0,0,2019-11-05.13:40:31
wiki-links,5710993,130160392,trim,12,51.71,7415,4,7415,7415,7415,0,0,2019-11-05.13:40:35
wiki_talk_en,2987536,24981163,trim,12,14.124,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.13:40:37
youtube-links,1138500,4942297,trim,12,6.895,600414,6,600414,600414,600414,0,0,2019-11-05.13:40:38
baidu,2141301,17794839,ufscc,12,113.131,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.13:40:38
-bakery.6,11845035,40400559,ufscc,12,391.137,-1,-1,-1,2636212,2636197,0,0,2019-11-05.13:40:40
-cambridge.6,3354295,9483191,ufscc,12,81.676,-1,-1,-1,8413,8412,0,0,2019-11-05.13:40:41
dbpedia,3966925,13820853,ufscc,12,71.365,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.13:40:42
dbpedia-link,18268993,172183984,ufscc,12,1231.303,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.13:40:48
-leader-filters.7,26302351,91692858,ufscc,12,356.113,-1,-1,-1,26302351,26302351,0,0,2019-11-05.13:40:52
livej,4847571,68993773,ufscc,12,601.36,-1,-1,-1,971232,947776,16875,3280,2019-11-05.13:40:55
patent,3774768,16518948,ufscc,12,140.546,-1,-1,-1,3774768,3774768,0,0,2019-11-05.13:40:56
pokec,1632804,30622564,ufscc,12,308.066,-1,-1,-1,325893,323799,1904,151,2019-11-05.13:40:57
random,10000001,100000000,ufscc,12,1873.379,-1,-1,-1,877,876,0,0,2019-11-05.13:41:03
rmat,9999994,100000000,ufscc,12,1875.934,-1,-1,-1,2247072,2247071,0,0,2019-11-05.13:41:08
ssca2,1048577,157877986,ufscc,12,339.007,-1,-1,-1,31,29,1,0,2019-11-05.13:41:13
wiki_link_en,12150977,378142420,ufscc,12,2134.695,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.13:41:26
wiki-links,5710993,130160392,ufscc,12,886.647,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.13:41:30
wiki_talk_en,2987536,24981163,ufscc,12,137.238,-1,-1,-1,2736716,2735641,992,58,2019-11-05.13:41:33
youtube-links,1138500,4942297,ufscc,12,56.5,-1,-1,-1,613423,602053,8696,1709,2019-11-05.13:41:33
baidu,2141301,17794839,fasttrim,14,22.45,598975,-1,598975,0,0,0,0,2019-11-05.13:41:34
-bakery.6,11845035,40400559,fasttrim,14,74.604,2636196,-1,2636196,0,0,0,0,2019-11-05.13:41:35
-cambridge.6,3354295,9483191,fasttrim,14,19.512,8412,-1,8412,0,0,0,0,2019-11-05.13:41:36
dbpedia,3966925,13820853,fasttrim,14,44.71,1437127,-1,1437127,0,0,0,0,2019-11-05.13:41:36
dbpedia-link,18268993,172183984,fasttrim,14,172.152,8143619,-1,8143619,0,0,0,0,2019-11-05.13:41:42
-leader-filters.7,26302351,91692858,fasttrim,14,200.766,26302351,-1,26302351,0,0,0,0,2019-11-05.13:41:46
livej,4847571,68993773,fasttrim,14,51.219,592952,-1,592952,0,0,0,0,2019-11-05.13:41:48
patent,3774768,16518948,fasttrim,14,175.131,3774768,-1,3774768,0,0,0,0,2019-11-05.13:41:49
pokec,1632804,30622564,fasttrim,14,14.224,212042,-1,212042,0,0,0,0,2019-11-05.13:41:50
