model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter_mpi,52579683,981641370,ac4trim,1,444888.797000,15391581,-1,15391581,47992760,0,0,0,0,0,4096,8204,100,50,2021-06-25.01:46:49
twitter_mpi,31546589,1180882259,ac4trim,1,392872.959000,8156879,-1,8156879,29143923,0,0,0,0,0,4096,9716,60,100,2021-06-25.01:58:06
twitter_mpi,52579683,1177968978,ac4trim,1,352184.889000,13762148,-1,13762148,50741312,0,0,0,0,0,4096,9583,100,60,2021-06-25.02:10:00
twitter_mpi,36801996,1355075373,ac4trim,1,338774.048000,8813920,-1,8813920,38197493,0,0,0,0,0,4096,11067,70,100,2021-06-25.02:20:16
twitter_mpi,52579683,1374271992,ac4trim,1,364514.164000,12386479,-1,12386479,53860594,0,0,0,0,0,4096,11045,100,70,2021-06-25.02:32:39
twitter_mpi,42069101,1582471622,ac4trim,1,295052.343000,8917084,-1,8917084,44396023,0,0,0,0,0,4096,12303,80,100,2021-06-25.02:43:30
twitter_mpi,52579683,1570607110,ac4trim,1,304744.030000,11211717,-1,11211717,56799846,0,0,0,0,0,4096,12424,100,80,2021-06-25.02:55:01
twitter_mpi,47321831,1784147825,ac4trim,1,241643.051000,9027886,-1,9027886,53499587,0,0,0,0,0,4096,13802,90,100,2021-06-25.03:03:45
twitter_mpi,52579683,1766929336,ac4trim,1,252800.331000,10154840,-1,10154840,59137332,0,0,0,0,0,4096,13902,100,90,2021-06-25.03:14:43
com-friendster,12482220,180889421,fasttrim,16,2264.406000,12482220,-1,12482220,15373023,0,0,0,0,0,4096,253,10,100,2021-06-25.03:16:47
com-friendster,124836180,180594032,fasttrim,16,21657.236000,124836180,-1,124836180,153646079,0,0,0,0,0,4096,337,100,10,2021-06-25.03:19:34
com-friendster,24966298,361261048,fasttrim,16,5404.783000,24966298,-1,24966298,66181139,0,0,0,0,0,4096,315,20,100,2021-06-25.03:21:44
com-friendster,124836180,361234097,fasttrim,16,26699.899000,124836180,-1,124836180,330619712,0,0,0,0,0,4096,396,100,20,2021-06-25.03:25:21
com-friendster,37447742,541271353,fasttrim,16,8395.411000,37447742,-1,37447742,152394702,0,0,0,0,0,4096,306,30,100,2021-06-25.03:27:43
com-friendster,124836180,541837267,fasttrim,16,30224.143000,124836180,-1,124836180,508733214,0,0,0,0,0,4096,447,100,30,2021-06-25.03:32:01
com-friendster,49943515,722687116,fasttrim,16,14147.735000,49943515,-1,49943515,275322801,0,0,0,0,0,4096,353,40,100,2021-06-25.03:34:43
com-friendster,124836180,722434721,fasttrim,16,34187.689000,124836180,-1,124836180,687722847,0,0,0,0,0,4096,442,100,40,2021-06-25.03:39:23
com-friendster,62428960,903198230,fasttrim,16,19473.741000,62428960,-1,62428960,433578900,0,0,0,0,0,4096,448,50,100,2021-06-25.03:42:19
com-friendster,124836180,903048305,fasttrim,16,36748.374000,124836180,-1,124836180,866831612,0,0,0,0,0,4096,444,100,50,2021-06-25.03:47:41
com-friendster,74902813,1083837488,fasttrim,16,24333.133000,74902813,-1,74902813,628245936,0,0,0,0,0,4096,521,60,100,2021-06-25.03:50:49
com-friendster,124836180,1083686439,fasttrim,16,40689.277000,124836180,-1,124836180,1046476245,0,0,0,0,0,4096,495,100,60,2021-06-25.03:56:39
com-friendster,87380285,1264215551,fasttrim,16,30967.749000,87380285,-1,87380285,858313025,0,0,0,0,0,4096,525,70,100,2021-06-25.03:59:30
com-friendster,124836180,1264199002,fasttrim,16,42288.185000,124836180,-1,124836180,1225838840,0,0,0,0,0,4096,524,100,70,2021-06-25.04:06:03
com-friendster,99871382,1444769785,fasttrim,16,36101.405000,99871382,-1,99871382,1124442701,0,0,0,0,0,4096,505,80,100,2021-06-25.04:09:35
com-friendster,124836180,1444862236,fasttrim,16,47023.432000,124836180,-1,124836180,1405762883,0,0,0,0,0,4096,556,100,80,2021-06-25.04:16:39
com-friendster,112355785,1625271699,fasttrim,16,44091.919000,112355785,-1,112355785,1426536603,0,0,0,0,0,4096,548,90,100,2021-06-25.04:20:31
com-friendster,124836180,1625466426,fasttrim,16,47328.819000,124836180,-1,124836180,1585505240,0,0,0,0,0,4096,624,100,90,2021-06-25.04:28:23
