model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,maxscc,size1,size2,size3,date
-leader-filters.7,26302351,91692858,fasttrim,8,273.767000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.14:11:13
livej,4847571,68993773,fasttrim,8,72.620000,592952,-1,592952,0,592952,0,0,0,2019-11-08.14:11:15
patent,3774768,16518948,fasttrim,8,229.543000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.14:11:16
pokec,1632804,30622564,fasttrim,8,19.230000,212042,-1,212042,0,212042,0,0,0,2019-11-08.14:11:17
random,10000001,100000000,fasttrim,8,210.242000,455,-1,455,0,455,0,0,0,2019-11-08.14:11:22
rmat,9999994,100000000,fasttrim,8,187.837000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.14:11:25
ssca2,1048577,157877986,fasttrim,8,23.280000,11,-1,11,0,11,0,0,0,2019-11-08.14:11:30
wiki_link_en,12150977,378142420,fasttrim,8,167.659000,37102,-1,37102,0,37102,0,0,0,2019-11-08.14:11:41
wiki-links,5710993,130160392,fasttrim,8,82.335000,7415,-1,7415,0,7415,0,0,0,2019-11-08.14:11:45
wiki_talk_en,2987536,24981163,fasttrim,8,9.841000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.14:11:48
youtube-links,1138500,4942297,fasttrim,8,8.953000,600414,-1,600414,0,600414,0,0,0,2019-11-08.14:11:48
baidu,2141301,17794839,trim,8,39.348000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.14:11:49
-bakery.6,11845035,40400559,trim,8,846.486000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.14:11:51
-cambridge.6,3354295,9483191,trim,8,279.013000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.14:11:52
dbpedia,3966925,13820853,trim,8,599.808000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.14:11:53
dbpedia-link,18268993,172183984,trim,8,208.018000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.14:11:59
-leader-filters.7,26302351,91692858,trim,8,1349.603000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.14:12:04
livej,4847571,68993773,trim,8,132.262000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.14:12:06
patent,3774768,16518948,trim,8,115.528000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.14:12:07
pokec,1632804,30622564,trim,8,30.024000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.14:12:08
random,10000001,100000000,trim,8,73.492000,455,2,455,455,455,455,0,0,2019-11-08.14:12:12
rmat,9999994,100000000,trim,8,203.973000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.14:12:16
ssca2,1048577,157877986,trim,8,8.530000,11,2,11,11,11,11,0,0,2019-11-08.14:12:20
wiki_link_en,12150977,378142420,trim,8,183.046000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.14:12:31
wiki-links,5710993,130160392,trim,8,81.269000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.14:12:35
wiki_talk_en,2987536,24981163,trim,8,15.647000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.14:12:37
youtube-links,1138500,4942297,trim,8,9.326000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.14:12:38
baidu,2141301,17794839,ufscc,8,166.726000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.14:12:38
-bakery.6,11845035,40400559,ufscc,8,619.620000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.14:12:41
-cambridge.6,3354295,9483191,ufscc,8,110.346000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.14:12:41
dbpedia,3966925,13820853,ufscc,8,97.384000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.14:12:42
dbpedia-link,18268993,172183984,ufscc,8,2080.111000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.14:12:50
-leader-filters.7,26302351,91692858,ufscc,8,452.960000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.14:12:54
livej,4847571,68993773,ufscc,8,1052.171000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.14:12:57
patent,3774768,16518948,ufscc,8,200.147000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.14:12:58
pokec,1632804,30622564,ufscc,8,523.466000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.14:12:59
random,10000001,100000000,ufscc,8,3341.434000,-1,-1,-1,877,-1,876,0,0,2019-11-08.14:13:06
rmat,9999994,100000000,ufscc,8,3023.571000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.14:13:13
ssca2,1048577,157877986,ufscc,8,471.346000,-1,-1,-1,31,-1,29,1,0,2019-11-08.14:13:18
wiki_link_en,12150977,378142420,ufscc,8,2767.457000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.14:13:31
wiki-links,5710993,130160392,ufscc,8,1375.783000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.14:13:37
wiki_talk_en,2987536,24981163,ufscc,8,175.276000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.14:13:40
youtube-links,1138500,4942297,ufscc,8,81.155000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.14:13:40
baidu,2141301,17794839,fasttrim,10,25.225000,598975,-1,598975,0,598975,0,0,0,2019-11-08.14:13:41
-bakery.6,11845035,40400559,fasttrim,10,85.867000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.14:13:42
-cambridge.6,3354295,9483191,fasttrim,10,22.930000,8412,-1,8412,0,8412,0,0,0,2019-11-08.14:13:43
dbpedia,3966925,13820853,fasttrim,10,44.526000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.14:13:43
dbpedia-link,18268993,172183984,fasttrim,10,191.879000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.14:13:49
-leader-filters.7,26302351,91692858,fasttrim,10,239.859000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.14:13:53
livej,4847571,68993773,fasttrim,10,62.662000,592952,-1,592952,0,592952,0,0,0,2019-11-08.14:13:55
patent,3774768,16518948,fasttrim,10,196.852000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.14:13:56
pokec,1632804,30622564,fasttrim,10,16.956000,212042,-1,212042,0,212042,0,0,0,2019-11-08.14:13:57
random,10000001,100000000,fasttrim,10,173.669000,455,-1,455,0,455,0,0,0,2019-11-08.14:14:01
rmat,9999994,100000000,fasttrim,10,159.641000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.14:14:05
ssca2,1048577,157877986,fasttrim,10,19.618000,11,-1,11,0,11,0,0,0,2019-11-08.14:14:09
wiki_link_en,12150977,378142420,fasttrim,10,161.321000,37102,-1,37102,0,37102,0,0,0,2019-11-08.14:14:20
wiki-links,5710993,130160392,fasttrim,10,69.775000,7415,-1,7415,0,7415,0,0,0,2019-11-08.14:14:24
wiki_talk_en,2987536,24981163,fasttrim,10,8.687000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.14:14:27
youtube-links,1138500,4942297,fasttrim,10,8.012000,600414,-1,600414,0,600414,0,0,0,2019-11-08.14:14:27
baidu,2141301,17794839,trim,10,30.566000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.14:14:28
-bakery.6,11845035,40400559,trim,10,712.030000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.14:14:30
-cambridge.6,3354295,9483191,trim,10,220.400000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.14:14:31
dbpedia,3966925,13820853,trim,10,479.717000,1437127,110,1437127,1437127,1437127,1437127,0,0,2019-11-08.14:14:32
dbpedia-link,18268993,172183984,trim,10,161.402000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.14:14:37
-leader-filters.7,26302351,91692858,trim,10,1265.469000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.14:14:42
livej,4847571,68993773,trim,10,100.816000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.14:14:44
patent,3774768,16518948,trim,10,95.075000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.14:14:45
pokec,1632804,30622564,trim,10,21.498000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.14:14:46
random,10000001,100000000,trim,10,55.625000,455,2,455,455,455,455,0,0,2019-11-08.14:14:50
rmat,9999994,100000000,trim,10,168.466000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.14:14:54
ssca2,1048577,157877986,trim,10,13.949000,11,2,11,11,11,11,0,0,2019-11-08.14:14:59
wiki_link_en,12150977,378142420,trim,10,118.267000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.14:15:09
wiki-links,5710993,130160392,trim,10,61.307000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.14:15:13
wiki_talk_en,2987536,24981163,trim,10,15.303000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.14:15:16
youtube-links,1138500,4942297,trim,10,7.635000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.14:15:16
baidu,2141301,17794839,ufscc,10,134.759000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.14:15:17
-bakery.6,11845035,40400559,ufscc,10,428.010000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.14:15:19
-cambridge.6,3354295,9483191,ufscc,10,95.161000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.14:15:20
dbpedia,3966925,13820853,ufscc,10,79.140000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.14:15:20
dbpedia-link,18268993,172183984,ufscc,10,1356.828000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.14:15:27
-leader-filters.7,26302351,91692858,ufscc,10,384.568000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.14:15:31
livej,4847571,68993773,ufscc,10,738.830000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.14:15:34
patent,3774768,16518948,ufscc,10,164.283000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.14:15:35
pokec,1632804,30622564,ufscc,10,361.867000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.14:15:36
random,10000001,100000000,ufscc,10,2353.405000,-1,-1,-1,877,-1,876,0,0,2019-11-08.14:15:42
rmat,9999994,100000000,ufscc,10,2149.501000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.14:15:48
ssca2,1048577,157877986,ufscc,10,388.231000,-1,-1,-1,31,-1,29,1,0,2019-11-08.14:15:53
wiki_link_en,12150977,378142420,ufscc,10,2067.595000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.14:16:06
wiki-links,5710993,130160392,ufscc,10,1029.109000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.14:16:11
wiki_talk_en,2987536,24981163,ufscc,10,153.657000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.14:16:14
youtube-links,1138500,4942297,ufscc,10,67.743000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.14:16:14
baidu,2141301,17794839,fasttrim,12,23.101000,598975,-1,598975,0,598975,0,0,0,2019-11-08.14:16:15
-bakery.6,11845035,40400559,fasttrim,12,77.644000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.14:16:16
-cambridge.6,3354295,9483191,fasttrim,12,20.447000,8412,-1,8412,0,8412,0,0,0,2019-11-08.14:16:17
dbpedia,3966925,13820853,fasttrim,12,44.819000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.14:16:18
dbpedia-link,18268993,172183984,fasttrim,12,177.675000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.14:16:23
-leader-filters.7,26302351,91692858,fasttrim,12,228.615000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.14:16:27
livej,4847571,68993773,fasttrim,12,55.702000,592952,-1,592952,0,592952,0,0,0,2019-11-08.14:16:29
patent,3774768,16518948,fasttrim,12,181.078000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.14:16:30
pokec,1632804,30622564,fasttrim,12,15.064000,212042,-1,212042,0,212042,0,0,0,2019-11-08.14:16:31
random,10000001,100000000,fasttrim,12,156.527000,455,-1,455,0,455,0,0,0,2019-11-08.14:16:35
rmat,9999994,100000000,fasttrim,12,143.905000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.14:16:39
ssca2,1048577,157877986,fasttrim,12,16.681000,11,-1,11,0,11,0,0,0,2019-11-08.14:16:43
wiki_link_en,12150977,378142420,fasttrim,12,142.481000,37102,-1,37102,0,37102,0,0,0,2019-11-08.14:16:54
wiki-links,5710993,130160392,fasttrim,12,61.957000,7415,-1,7415,0,7415,0,0,0,2019-11-08.14:16:58
wiki_talk_en,2987536,24981163,fasttrim,12,6.823000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.14:17:01
youtube-links,1138500,4942297,fasttrim,12,7.136000,600414,-1,600414,0,600414,0,0,0,2019-11-08.14:17:01
baidu,2141301,17794839,trim,12,26.765000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.14:17:02
-bakery.6,11845035,40400559,trim,12,640.544000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.14:17:04
-cambridge.6,3354295,9483191,trim,12,187.604000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.14:17:05
dbpedia,3966925,13820853,trim,12,401.543000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.14:17:06
dbpedia-link,18268993,172183984,trim,12,143.935000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.14:17:11
-leader-filters.7,26302351,91692858,trim,12,1179.633000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.14:17:16
livej,4847571,68993773,trim,12,85.274000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.14:17:18
patent,3774768,16518948,trim,12,83.773000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.14:17:19
pokec,1632804,30622564,trim,12,21.374000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.14:17:20
random,10000001,100000000,trim,12,47.864000,455,2,455,455,455,455,0,0,2019-11-08.14:17:24
rmat,9999994,100000000,trim,12,139.260000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.14:17:28
ssca2,1048577,157877986,trim,12,12.663000,11,2,11,11,11,11,0,0,2019-11-08.14:17:32
wiki_link_en,12150977,378142420,trim,12,127.590000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.14:17:43
wiki-links,5710993,130160392,trim,12,52.566000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.14:17:47
wiki_talk_en,2987536,24981163,trim,12,11.615000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.14:17:50
youtube-links,1138500,4942297,trim,12,6.776000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.14:17:50
baidu,2141301,17794839,ufscc,12,114.380000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.14:17:51
-bakery.6,11845035,40400559,ufscc,12,502.574000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.14:17:53
-cambridge.6,3354295,9483191,ufscc,12,77.763000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.14:17:53
dbpedia,3966925,13820853,ufscc,12,71.839000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.14:17:54
dbpedia-link,18268993,172183984,ufscc,12,1166.340000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.14:18:01
-leader-filters.7,26302351,91692858,ufscc,12,355.730000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.14:18:05
livej,4847571,68993773,ufscc,12,609.991000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.14:18:07
patent,3774768,16518948,ufscc,12,140.571000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.14:18:08
pokec,1632804,30622564,ufscc,12,295.386000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.14:18:09
random,10000001,100000000,ufscc,12,2058.777000,-1,-1,-1,877,-1,876,0,0,2019-11-08.14:18:15
rmat,9999994,100000000,ufscc,12,1803.693000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.14:18:21
ssca2,1048577,157877986,ufscc,12,349.762000,-1,-1,-1,31,-1,29,1,0,2019-11-08.14:18:26
wiki_link_en,12150977,378142420,ufscc,12,1761.091000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.14:18:38
wiki-links,5710993,130160392,ufscc,12,934.562000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.14:18:43
wiki_talk_en,2987536,24981163,ufscc,12,149.951000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.14:18:46
youtube-links,1138500,4942297,ufscc,12,72.330000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.14:18:46
baidu,2141301,17794839,fasttrim,14,22.320000,598975,-1,598975,0,598975,0,0,0,2019-11-08.14:18:47
-bakery.6,11845035,40400559,fasttrim,14,74.110000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.14:18:49
-cambridge.6,3354295,9483191,fasttrim,14,19.264000,8412,-1,8412,0,8412,0,0,0,2019-11-08.14:18:49
dbpedia,3966925,13820853,fasttrim,14,44.575000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.14:18:50
dbpedia-link,18268993,172183984,fasttrim,14,170.455000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.14:18:56
-leader-filters.7,26302351,91692858,fasttrim,14,201.632000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.14:18:59
livej,4847571,68993773,fasttrim,14,52.155000,592952,-1,592952,0,592952,0,0,0,2019-11-08.14:19:01
patent,3774768,16518948,fasttrim,14,169.534000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.14:19:02
pokec,1632804,30622564,fasttrim,14,15.481000,212042,-1,212042,0,212042,0,0,0,2019-11-08.14:19:03
random,10000001,100000000,fasttrim,14,145.604000,455,-1,455,0,455,0,0,0,2019-11-08.14:19:07
rmat,9999994,100000000,fasttrim,14,134.151000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.14:19:11
ssca2,1048577,157877986,fasttrim,14,18.492000,11,-1,11,0,11,0,0,0,2019-11-08.14:19:16
wiki_link_en,12150977,378142420,fasttrim,14,121.268000,37102,-1,37102,0,37102,0,0,0,2019-11-08.14:19:27
wiki-links,5710993,130160392,fasttrim,14,56.608000,7415,-1,7415,0,7415,0,0,0,2019-11-08.14:19:31
wiki_talk_en,2987536,24981163,fasttrim,14,7.280000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.14:19:34
youtube-links,1138500,4942297,fasttrim,14,6.637000,600414,-1,600414,0,600414,0,0,0,2019-11-08.14:19:34
baidu,2141301,17794839,trim,14,26.203000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.14:19:35
-bakery.6,11845035,40400559,trim,14,652.670000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.14:19:37
-cambridge.6,3354295,9483191,trim,14,189.174000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.14:19:38
dbpedia,3966925,13820853,trim,14,376.264000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.14:19:39
dbpedia-link,18268993,172183984,trim,14,141.137000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.14:19:45
-leader-filters.7,26302351,91692858,trim,14,1195.103000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.14:19:49
livej,4847571,68993773,trim,14,81.283000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.14:19:51
patent,3774768,16518948,trim,14,79.804000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.14:19:52
pokec,1632804,30622564,trim,14,19.174000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.14:19:53
random,10000001,100000000,trim,14,60.096000,455,2,455,455,455,455,0,0,2019-11-08.14:19:57
rmat,9999994,100000000,trim,14,141.278000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.14:20:01
ssca2,1048577,157877986,trim,14,8.430000,11,2,11,11,11,11,0,0,2019-11-08.14:20:05
wiki_link_en,12150977,378142420,trim,14,103.442000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.14:20:16
wiki-links,5710993,130160392,trim,14,49.738000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.14:20:20
wiki_talk_en,2987536,24981163,trim,14,13.655000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.14:20:23
youtube-links,1138500,4942297,trim,14,6.680000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.14:20:23
baidu,2141301,17794839,ufscc,14,99.437000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.14:20:24
-bakery.6,11845035,40400559,ufscc,14,333.833000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.14:20:26
-cambridge.6,3354295,9483191,ufscc,14,76.413000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.14:20:26
dbpedia,3966925,13820853,ufscc,14,64.271000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.14:20:27
dbpedia-link,18268993,172183984,ufscc,14,987.427000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.14:20:34
-leader-filters.7,26302351,91692858,ufscc,14,327.248000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.14:20:37
livej,4847571,68993773,ufscc,14,588.451000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.14:20:40
patent,3774768,16518948,ufscc,14,133.579000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.14:20:41
pokec,1632804,30622564,ufscc,14,265.268000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.14:20:42
random,10000001,100000000,ufscc,14,1923.197000,-1,-1,-1,877,-1,876,0,0,2019-11-08.14:20:48
rmat,9999994,100000000,ufscc,14,1594.371000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.14:20:53
ssca2,1048577,157877986,ufscc,14,348.116000,-1,-1,-1,31,-1,29,1,0,2019-11-08.14:20:58
wiki_link_en,12150977,378142420,ufscc,14,1675.738000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.14:21:10
wiki-links,5710993,130160392,ufscc,14,736.320000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.14:21:15
wiki_talk_en,2987536,24981163,ufscc,14,127.795000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.14:21:18
youtube-links,1138500,4942297,ufscc,14,50.006000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.14:21:18
baidu,2141301,17794839,fasttrim,16,22.032000,598975,-1,598975,0,598975,0,0,0,2019-11-08.14:21:19
-bakery.6,11845035,40400559,fasttrim,16,70.027000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.14:21:20
-cambridge.6,3354295,9483191,fasttrim,16,18.771000,8412,-1,8412,0,8412,0,0,0,2019-11-08.14:21:21
dbpedia,3966925,13820853,fasttrim,16,45.248000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.14:21:22
dbpedia-link,18268993,172183984,fasttrim,16,161.146000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.14:21:28
-leader-filters.7,26302351,91692858,fasttrim,16,186.906000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.14:21:31
livej,4847571,68993773,fasttrim,16,47.002000,592952,-1,592952,0,592952,0,0,0,2019-11-08.14:21:33
patent,3774768,16518948,fasttrim,16,180.995000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.14:21:34
pokec,1632804,30622564,fasttrim,16,13.948000,212042,-1,212042,0,212042,0,0,0,2019-11-08.14:21:35
random,10000001,100000000,fasttrim,16,135.877000,455,-1,455,0,455,0,0,0,2019-11-08.14:21:39
rmat,9999994,100000000,fasttrim,16,127.948000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.14:21:43
ssca2,1048577,157877986,fasttrim,16,13.499000,11,-1,11,0,11,0,0,0,2019-11-08.14:21:48
wiki_link_en,12150977,378142420,fasttrim,16,123.113000,37102,-1,37102,0,37102,0,0,0,2019-11-08.14:21:58
wiki-links,5710993,130160392,fasttrim,16,53.817000,7415,-1,7415,0,7415,0,0,0,2019-11-08.14:22:02
wiki_talk_en,2987536,24981163,fasttrim,16,6.020000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.14:22:05
youtube-links,1138500,4942297,fasttrim,16,6.261000,600414,-1,600414,0,600414,0,0,0,2019-11-08.14:22:05
baidu,2141301,17794839,trim,16,25.757000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.14:22:06
-bakery.6,11845035,40400559,trim,16,641.526000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.14:22:08
-cambridge.6,3354295,9483191,trim,16,182.614000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.14:22:09
dbpedia,3966925,13820853,trim,16,360.273000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.14:22:10
dbpedia-link,18268993,172183984,trim,16,141.847000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.14:22:16
-leader-filters.7,26302351,91692858,trim,16,1186.062000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.14:22:20
livej,4847571,68993773,trim,16,82.749000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.14:22:23
patent,3774768,16518948,trim,16,76.992000,3774768,21,3774768,3774768,3774768,3774768,0,0,2019-11-08.14:22:23
pokec,1632804,30622564,trim,16,19.214000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.14:22:24
random,10000001,100000000,trim,16,47.268000,455,2,455,455,455,455,0,0,2019-11-08.14:22:28
rmat,9999994,100000000,trim,16,131.907000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.14:22:32
